Season_Year,Season_Type,GameKey,Game_Date,Week,PlayID,Game_Clock,YardLine,Quarter,Play_Type,Poss_Team,Home_Team_Visit_Team,Score_Home_Visiting,PlayDescription
2017,Pre,350,08/12/2017,2,1478,03:39,TEN 42,2,Punt,TEN,NYJ-TEN,7 - 0,"(3:39) B.Kern punts 52 yards to NYJ 6, Center-B.Brinkley. L.Whitehead to NYJ 9 for 3 yards (T.Taylor; T.McBride)."
2017,Pre,350,08/12/2017,2,1571,02:43,NYJ 16,2,Punt,NYJ,NYJ-TEN,7 - 0,"(2:43) L.Edwards punts 39 yards to TEN 45, Center-T.Purdum, downed by NYJ-J.Martin. PENALTY on TEN-L.Sims, Offensive Holding, 10 yards, enforced at TEN 45."
2017,Pre,350,08/12/2017,2,1848,01:28,NYJ 39,2,Punt,TEN,NYJ-TEN,7 - 0,"(1:28) B.Kern punts 30 yards to NYJ 9, Center-B.Brinkley, fair catch by L.Whitehead."
2017,Pre,350,08/12/2017,2,2043,12:59,TEN 21,3,Punt,TEN,NYJ-TEN,7 - 0,"(12:59) J.Gay punts 37 yards to NYJ 42, Center-B.Brinkley, downed by TEN-D.Searcy."
2017,Pre,350,08/12/2017,2,2126,10:55,NYJ 39,3,Punt,NYJ,NYJ-TEN,7 - 0,"(10:55) L.Edwards punts 38 yards to TEN 23, Center-T.Purdum. E.Weems ran ob at TEN 23 for no gain. PENALTY on NYJ-D.McDougle, Offensive Holding, 10 yards, enforced at TEN 23."
2017,Pre,350,08/12/2017,2,2447,08:03,NYJ 41,3,Punt,NYJ,NYJ-TEN,7 - 3,"(8:03) L.Edwards punts 14 yards to TEN 45, Center-T.Purdum, out of bounds."
2017,Pre,350,08/12/2017,2,2565,06:55,TEN 49,3,Punt,TEN,NYJ-TEN,7 - 3,"(6:55) J.Gay punts 31 yards to NYJ 20, Center-B.Brinkley, fair catch by F.Hammond."
2017,Pre,350,08/12/2017,2,2890,01:14,TEN 21,3,Punt,TEN,NYJ-TEN,7 - 3,"(1:14) B.Kern punts 43 yards to NYJ 36, Center-B.Brinkley. F.Hammond to NYJ 43 for 7 yards (B.Brinkley; P.Supernaw)."
2017,Pre,350,08/12/2017,2,3024,15:00,TEN 49,4,Punt,NYJ,NYJ-TEN,7 - 3,"(15:00) L.Edwards punts 30 yards to TEN 19, Center-T.Purdum, fair catch by E.Weems."
2017,Pre,350,08/12/2017,2,3215,11:30,NYJ 20,4,Punt,NYJ,NYJ-TEN,7 - 3,"(11:30) L.Edwards punts 43 yards to TEN 37, Center-T.Purdum. E.Weems to TEN 44 for 7 yards (J.Jenkins; S.Paysinger). PENALTY on NYJ-J.Jenkins, Face Mask (15 Yards), 15 yards, enforced at TEN 44."
2017,Pre,350,08/12/2017,2,3462,07:32,NYJ 30,4,Punt,NYJ,NYJ-TEN,7 - 3,"(7:32) L.Edwards punts 54 yards to TEN 16, Center-T.Purdum. E.Weems to TEN 20 for 4 yards (J.Jenkins)."
2017,Pre,350,08/12/2017,2,3555,06:27,TEN 27,4,Punt,TEN,NYJ-TEN,7 - 3,"(6:27) B.Kern punts 53 yards to NYJ 20, Center-B.Brinkley. F.Hammond to NYJ 25 for 5 yards (D.Johnson). PENALTY on NYJ-J.Leggett, Illegal Block Above the Waist, 9 yards, enforced at NYJ 18."
2017,Pre,350,08/12/2017,2,3700,03:57,NYJ 24,4,Punt,NYJ,NYJ-TEN,7 - 3,"(3:57) L.Edwards punts 53 yards to TEN 23, Center-T.Purdum. E.Weems to TEN 27 for 4 yards (D.Middleton). NYJ-D.Middleton was injured during the play. "
2017,Pre,350,08/12/2017,2,3861,02:44,TEN 25,4,Punt,TEN,NYJ-TEN,7 - 3,"(2:44) B.Kern punts 49 yards to NYJ 26, Center-B.Brinkley. F.Hammond to NYJ 38 for 12 yards (B.Brinkley)."
2017,Pre,350,08/12/2017,2,4000,02:00,NYJ 45,4,Punt,NYJ,NYJ-TEN,7 - 3,"(2:00) L.Edwards punts 55 yards to end zone, Center-T.Purdum, Touchback."
2017,Pre,351,08/17/2017,3,213,12:14,JAX 37,1,Punt,JAX,JAX-TB,0 - 0,"(12:14) B.Nortman punts 46 yards to TB 17, Center-M.Overton. A.Humphries to TB 17 for no gain (P.Thompson)."
2017,Pre,351,08/17/2017,3,607,04:14,JAX 19,1,Punt,JAX,JAX-TB,0 - 6,"(4:14) B.Nortman punts 55 yards to TB 26, Center-M.Overton. B.Reedy to TB 29 for 3 yards (J.McNary)."
2017,Pre,351,08/17/2017,3,931,13:42,JAX 37,2,Punt,JAX,JAX-TB,0 - 9,"(13:42) B.Nortman punts 45 yards to TB 18, Center-M.Overton. B.Reedy to TB 34 for 16 yards (L.McCray; C.Grant). PENALTY on JAX-A.Benn, Player Out of Bounds on Punt, 5 yards, enforced at TB 34."
2017,Pre,351,08/17/2017,3,1499,04:25,TB 46,2,Punt,JAX,JAX-TB,0 - 12,"(4:25) B.Nortman punts 28 yards to TB 18, Center-M.Overton, fair catch by B.Reedy."
2017,Pre,351,08/17/2017,3,1660,02:57,TB 18,2,Punt,TB,JAX-TB,0 - 12,"(2:57) B.Anger punts 36 yards to JAX 46, Center-G.Sanborn. K.Cole pushed ob at TB 23 for 31 yards (J.Evans)."
2017,Pre,351,08/17/2017,3,2752,02:31,TB 45,3,Punt,JAX,JAX-TB,0 - 12,"(2:31) B.Nortman punts 45 yards to end zone, Center-M.Overton, Touchback."
2017,Pre,351,08/17/2017,3,3413,05:18,TB 46,4,Punt,TB,JAX-TB,6 - 12,"(5:18) B.Anger punts 42 yards to JAX 12, Center-G.Sanborn, fair catch by S.Wynn. PENALTY on JAX-L.Pinkard, Offensive Holding, 6 yards, enforced at JAX 12."
2017,Pre,351,08/17/2017,3,3902,00:39,TB 9,4,Punt,TB,JAX-TB,8 - 12,"(:39) (Punt formation) B.Anger ran ob in End Zone for -9 yards, SAFETY."
2017,Pre,352,08/19/2017,3,148,12:28,ARZ 45,1,Punt,CHI,ARZ-CHI,0 - 0,"(12:28) P.O'Donnell punts 41 yards to ARZ 4, Center-P.Scales, out of bounds."
2017,Pre,352,08/19/2017,3,360,09:30,ARZ 35,1,Punt,ARZ,ARZ-CHI,0 - 0,"(9:30) M.Wile punts 45 yards to CHI 20, Center-A.Brewer, downed by ARZ. PENALTY on ARZ-T.Branch, Interference with Opportunity to Catch, 15 yards, enforced at CHI 20."
2017,Pre,352,08/19/2017,3,741,03:01,ARZ 40,1,Punt,ARZ,ARZ-CHI,0 - 3,"(3:01) R.Leone punts 42 yards to CHI 18, Center-A.Brewer, out of bounds."
2017,Pre,352,08/19/2017,3,1568,03:49,CHI 18,2,Punt,CHI,ARZ-CHI,7 - 3,"(3:49) P.O'Donnell punts 60 yards to ARZ 22, Center-P.Scales. K.Williams ran ob at ARZ 40 for 18 yards (S.Acho). PENALTY on ARZ-H.Valles, Offensive Holding, 10 yards, enforced at ARZ 22."
2017,Pre,352,08/19/2017,3,1678,02:49,ARZ 10,2,Punt,ARZ,ARZ-CHI,7 - 3,"(2:49) M.Wile punts 50 yards to CHI 40, Center-A.Brewer. E.Jackson to ARZ 44 for 16 yards (I.Momah)."
2017,Pre,352,08/19/2017,3,2718,05:01,CHI 33,3,Punt,CHI,ARZ-CHI,14 - 17,"(5:01) P.O'Donnell punts 56 yards to ARZ 11, Center-P.Scales. J.Ross to ARZ 18 for 7 yards (B.Cunningham)."
2017,Pre,352,08/19/2017,3,2802,02:22,ARZ 15,3,Punt,ARZ,ARZ-CHI,14 - 17,"(2:22) R.Leone punts 54 yards to CHI 31, Center-A.Brewer. E.Jackson to CHI 34 for 3 yards (E.Penny)."
2017,Pre,352,08/19/2017,3,3229,09:22,CHI 44,4,Punt,ARZ,ARZ-CHI,14 - 17,"(9:22) M.Wile punts 34 yards to CHI 10, Center-A.Brewer, fair catch by D.Braverman."
2017,Pre,352,08/19/2017,3,3443,05:58,CHI 38,4,Punt,CHI,ARZ-CHI,14 - 17,"(5:58) P.O'Donnell punts 50 yards to ARZ 12, Center-P.Scales, fair catch by J.Ross."
2017,Pre,353,08/19/2017,3,850,01:20,CIN 35,1,Punt,CIN,CIN-KC,3 - 3,"(1:20) W.Monday punts 11 yards to CIN 46, Center-C.Harris, out of bounds."
2017,Pre,353,08/19/2017,3,2492,05:55,CIN 32,3,Punt,CIN,CIN-KC,9 - 30,"(5:55) W.Monday punts 59 yards to KC 9, Center-C.Harris, downed by CIN-B.Benwikere. PENALTY on KC-D.Robinson, Offensive Holding, 4 yards, enforced at KC 9."
2017,Pre,353,08/19/2017,3,2605,04:26,KC 9,3,Punt,KC,CIN-KC,9 - 30,"(4:26) D.Colquitt punts 56 yards to CIN 35, Center-J.Winchester. A.Erickson to CIN 41 for 6 yards (A.Lampkin; D.Redding)."
2017,Pre,353,08/19/2017,3,2942,13:34,KC 9,4,Punt,KC,CIN-KC,12 - 30,"(13:34) D.Colquitt punts 54 yards to CIN 37, Center-J.Winchester. A.Erickson to CIN 42 for 5 yards (O.Charles)."
2017,Pre,353,08/19/2017,3,3231,09:13,CIN 50,4,Punt,CIN,CIN-KC,12 - 30,"(9:13) W.Monday punts 48 yards to KC 2, Center-C.Harris, downed by CIN-B.Benwikere. PENALTY on KC-O.Charles, Offensive Holding, 1 yard, enforced at KC 2."
2017,Pre,353,08/19/2017,3,3536,04:06,CIN 24,4,Punt,CIN,CIN-KC,12 - 30,"(4:06) W.Monday punts 56 yards to KC 20, Center-C.Harris. G.Dieter to KC 23 for 3 yards (K.Russell; J.Williams). CIN-H.Nickerson was injured during the play. "
2017,Pre,354,08/19/2017,3,456,10:10,IND 34,1,Punt,IND,DAL-IND,7 - 0,"(10:10) R.Sanchez punts 49 yards to DAL 17, Center-T.Hennessy, out of bounds."
2017,Pre,354,08/19/2017,3,808,02:45,IND 11,1,Punt,IND,DAL-IND,7 - 0,"(2:45) (Punt formation) J.Locke punts 36 yards to IND 47, Center-T.Hennessy. L.Lenoir MUFFS catch, and recovers at IND 47. PENALTY on DAL-D.Wilson, Offensive Holding, 10 yards, enforced at IND 47."
2017,Pre,354,08/19/2017,3,1122,14:48,IND 39,2,Punt,DAL,DAL-IND,7 - 7,"(14:48) C.Jones punts 29 yards to IND 10, Center-L.Ladouceur, fair catch by J.Natson."
2017,Pre,354,08/19/2017,3,1274,11:08,IND 33,2,Punt,IND,DAL-IND,7 - 7,"(11:08) R.Sanchez punts 44 yards to DAL 23, Center-B.Riley. L.Lenoir to DAL 27 for 4 yards (L.Rhodes)."
2017,Pre,354,08/19/2017,3,1864,01:56,IND 43,2,Punt,DAL,DAL-IND,10 - 10,"(1:56) (Punt formation) C.Jones punts 43 yards to end zone, Center-L.Ladouceur, Touchback."
2017,Pre,354,08/19/2017,3,2057,00:24,IND 33,2,Punt,IND,DAL-IND,10 - 10,"(:24) (Punt formation) J.Locke punts 46 yards to DAL 21, Center-T.Hennessy, fair catch by L.Lenoir."
2017,Pre,354,08/19/2017,3,2323,12:44,IND 20,3,Punt,IND,DAL-IND,10 - 10,"(12:44) (Punt formation) PENALTY on DAL, Defensive 12 On-field, 5 yards, enforced at IND 20 - No Play."
2017,Pre,354,08/19/2017,3,2350,12:33,IND 25,3,Punt,IND,DAL-IND,10 - 10,"(12:33) (Punt formation) PENALTY on IND-T.Powell, False Start, 5 yards, enforced at IND 25 - No Play."
2017,Pre,354,08/19/2017,3,2377,12:19,IND 20,3,Punt,IND,DAL-IND,10 - 10,"(12:19) (Punt formation) R.Sanchez punts 63 yards to DAL 17, Center-T.Hennessy. L.Lenoir to DAL 33 for 16 yards (B.Mingo). PENALTY on DAL-N.Brown, Unnecessary Roughness, 15 yards, enforced at DAL 33."
2017,Pre,354,08/19/2017,3,3163,15:00,IND 22,4,Punt,IND,DAL-IND,17 - 13,"(15:00) (Punt formation) J.Locke punts 42 yards to DAL 36, Center-T.Hennessy. L.Lenoir to DAL 36 for no gain (A.Ayers). PENALTY on DAL-L.Jones, Offensive Holding, 10 yards, enforced at DAL 36."
2017,Pre,354,08/19/2017,3,3888,02:00,DAL 8,4,Punt,DAL,DAL-IND,24 - 13,"(2:00) (Punt formation) S.Irwin-Hill punts 42 yards to 50, Center-Z.Wood. J.Natson to DAL 43 for 7 yards (J.Jones)."
2017,Pre,355,08/19/2017,3,430,08:12,NE 23,1,Punt,NE,HST-NE,0 - 0,"(8:12) R.Allen punts 54 yards to HST 23, Center-J.Cardona. T.Ervin to HST 42 for 19 yards (J.Cardona)."
2017,Pre,355,08/19/2017,3,1205,11:42,HST 32,2,Punt,HST,HST-NE,7 - 7,"(11:42) S.Lechler punts 42 yards to NE 26, Center-J.Weeks. C.Jones pushed ob at HST 42 for 32 yards (A.Blue)."
2017,Pre,355,08/19/2017,3,2017,01:22,HST 30,2,Punt,HST,HST-NE,10 - 13,"(1:22) S.Lechler punts 58 yards to NE 12, Center-J.Weeks. C.Jones to NE 9 for -3 yards (C.Thompson)."
2017,Pre,355,08/19/2017,3,2139,00:16,NE 18,2,Punt,NE,HST-NE,10 - 13,"(:16) R.Allen punts 38 yards to HST 44, Center-J.Cardona, downed by NE-K.Moore. Penalty on NE-K.Moore, Illegal Touch Kick, declined."
2017,Pre,355,08/19/2017,3,2406,11:05,NE 41,3,Punt,NE,HST-NE,10 - 13,"(11:05) R.Allen punts 56 yards to HST 3, Center-J.Cardona. B.Ellington ran ob at HST 3 for no gain (J.Hollister). PENALTY on HST-A.Williams, Offensive Holding, 1 yard, enforced at HST 3."
2017,Pre,355,08/19/2017,3,2506,09:37,HST 4,3,Punt,HST,HST-NE,10 - 13,"(9:37) S.Lechler punts 38 yards to HST 42, Center-J.Weeks. J.Coleman MUFFS catch, touched at HST 42, recovered by NE-K.Moore at HST 42. K.Moore to HST 42 for no gain (J.Hardee). PENALTY on NE-J.Freeny, Offensive Holding, 10 yards, enforced at HST 42."
2017,Pre,355,08/19/2017,3,3382,11:27,HST 29,4,Punt,HST,HST-NE,20 - 23,"(11:27) S.Lechler punts 33 yards to NE 38, Center-J.Weeks, out of bounds."
2017,Pre,355,08/19/2017,3,3672,07:50,NE 46,4,Punt,NE,HST-NE,27 - 23,"(7:50) R.Allen punts 54 yards to HST 0, Center-J.Cardona, penalty enforced. PENALTY on HST-B.Peters, Offensive Holding, 10 yards, enforced at HST 20."
2017,Pre,355,08/19/2017,3,3802,05:14,HST 4,4,Punt,HST,HST-NE,27 - 23,"(5:14) S.Lechler punts 49 yards to NE 47, Center-J.Weeks. C.Jones to HST 38 for 15 yards (B.Peters)."
2017,Pre,355,08/19/2017,3,3909,04:00,HST 49,4,Punt,NE,HST-NE,27 - 23,"(4:00) R.Allen punts 34 yards to HST 15, Center-J.Cardona, fair catch by R.McCarron."
2017,Pre,355,08/19/2017,3,4048,02:00,HST 9,4,Punt,HST,HST-NE,27 - 23,"(2:00) S.Lechler punts 55 yards to NE 36, Center-J.Weeks. C.Jones to 50 for 14 yards (S.Rashad; B.Peters)."
2017,Pre,356,08/20/2017,3,125,14:06,LAC 6,1,Punt,LAC,LAC-NO,0 - 0,"(14:06) T.Baker punts 34 yards to LAC 40, Center-M.Windt, out of bounds. PENALTY on NO-C.Robertson, Offensive Holding, 10 yards, enforced at LAC 40."
2017,Pre,356,08/20/2017,3,317,11:52,LAC 40,1,Punt,LAC,LAC-NO,0 - 7,"(11:52) D.Kaser punts 39 yards to NO 21, Center-M.Windt, downed by LAC-M.Windt."
2017,Pre,356,08/20/2017,3,761,03:13,LAC 39,1,Punt,LAC,LAC-NO,0 - 10,"(3:13) T.Baker punts 37 yards to NO 24, Center-M.Windt. A.Kamara ran ob at NO 35 for 11 yards (A.Williams)."
2017,Pre,356,08/20/2017,3,933,15:00,LAC 39,2,Punt,NO,LAC-NO,0 - 10,"(15:00) T.Morstead punts 34 yards to LAC 5, Center-J.Drescher, downed by NO-A.Klein."
2017,Pre,356,08/20/2017,3,1076,10:47,LAC 30,2,Punt,LAC,LAC-NO,0 - 10,"(10:47) D.Kaser punts 56 yards to NO 14, Center-M.Windt. T.Lewis to NO 15 for 1 yard (A.Williams)."
2017,Pre,356,08/20/2017,3,1166,09:59,NO 15,2,Punt,NO,LAC-NO,0 - 10,"(9:59) T.Morstead punts 47 yards to LAC 38, Center-J.Drescher. I.Burse to LAC 33 for -5 yards (C.Banjo, A.Klein)."
2017,Pre,356,08/20/2017,3,1384,06:04,NO 44,2,Punt,LAC,LAC-NO,0 - 10,"(6:04) T.Baker punts 44 yards to end zone, Center-M.Windt, Touchback."
2017,Pre,356,08/20/2017,3,1513,04:42,NO 38,2,Punt,NO,LAC-NO,0 - 10,"(4:42) T.Morstead punts 57 yards to LAC 5, Center-J.Drescher. I.Burse to LAC 18 for 13 yards (C.Banjo)."
2017,Pre,356,08/20/2017,3,1929,01:04,NO 31,2,Punt,NO,LAC-NO,0 - 10,"(1:04) T.Morstead punts 53 yards to LAC 16, Center-J.Drescher. I.Burse to LAC 5 for -11 yards (C.Banjo). Penalty on LAC-J.Perry, Offensive Holding, declined."
2017,Pre,356,08/20/2017,3,2111,13:43,NO 25,3,Punt,NO,LAC-NO,0 - 10,"(13:43) T.Morstead punts 42 yards to LAC 33, Center-J.Drescher. I.Burse to 50 for 17 yards (M.Loewen)."
2017,Pre,356,08/20/2017,3,2197,11:37,LAC 48,3,Punt,LAC,LAC-NO,0 - 10,"(11:37) D.Kaser punts 45 yards to NO 7, Center-M.Windt. T.Lewis to NO 12 for 5 yards (R.Jenkins, A.Scott)."
2017,Pre,356,08/20/2017,3,2295,10:39,NO 4,3,Punt,NO,LAC-NO,0 - 10,"(10:39) T.Morstead punts 63 yards to LAC 33, Center-J.Drescher. I.Burse to LAC 48 for 15 yards (O.Gwacham, M.Te'o)."
2017,Pre,356,08/20/2017,3,2595,06:34,NO 35,3,Punt,NO,LAC-NO,0 - 10,"(6:34) T.Morstead punts 54 yards to LAC 11, Center-J.Drescher. I.Burse MUFFS catch, and recovers at LAC 13."
2017,Pre,356,08/20/2017,3,2688,04:53,LAC 18,3,Punt,LAC,LAC-NO,0 - 10,"(4:53) T.Baker punts 46 yards to NO 36, Center-M.Windt, fair catch by T.Lewis."
2017,Pre,356,08/20/2017,3,2779,03:58,NO 38,3,Punt,NO,LAC-NO,0 - 10,"(3:58) T.Morstead punts 52 yards to LAC 10, Center-J.Drescher. M.Paige to LAC 21 for 11 yards (E.Harris). PENALTY on LAC-B.Stewart, Illegal Block Above the Waist, 6 yards, enforced at LAC 14."
2017,Pre,356,08/20/2017,3,2970,01:06,LAC 21,3,Punt,LAC,LAC-NO,0 - 10,"(1:06) D.Kaser punts 49 yards to NO 30, Center-M.Windt, fair catch by T.Lewis. PENALTY on NO-A.Muhammad, Offensive Holding, 10 yards, enforced at NO 30."
2017,Pre,356,08/20/2017,3,3084,14:56,NO 27,4,Punt,NO,LAC-NO,0 - 10,"(14:56) T.Morstead punts 63 yards to LAC 10, Center-J.Drescher. M.Paige pushed ob at LAC 33 for 23 yards (M.Foreman, J.Phillips). PENALTY on LAC-N.Dzubnar, Illegal Blindside Block, 11 yards, enforced at LAC 22."
2017,Pre,356,08/20/2017,3,3234,14:00,LAC 18,4,Punt,LAC,LAC-NO,0 - 10,"(14:00) T.Baker punts 37 yards to NO 45, Center-M.Windt, out of bounds."
2017,Pre,357,08/17/2017,3,242,12:13,MIA 24,1,Punt,MIA,MIA-BLT,0 - 0,"(12:13) (Punt formation) M.Darr punts 48 yards to BLT 28, Center-J.Denney. M.Campanaro to BLT 32 for 4 yards (J.Lucas)."
2017,Pre,357,08/17/2017,3,541,07:55,BLT 43,1,Punt,MIA,MIA-BLT,0 - 0,"(7:55) (Punt formation) M.Darr punts 35 yards to BLT 8, Center-W.Chapman, fair catch by M.Campanaro."
2017,Pre,357,08/17/2017,3,665,05:51,BLT 16,1,Punt,BLT,MIA-BLT,0 - 0,"(5:51) (Punt formation) S.Koch punts 61 yards to MIA 23, Center-M.Cox. J.Grant pushed ob at MIA 31 for 8 yards (J.Allen)."
2017,Pre,357,08/17/2017,3,931,01:19,MIA 49,1,Punt,MIA,MIA-BLT,0 - 0,"(1:19) (Punt formation) M.Darr punts 38 yards to BLT 13, Center-W.Chapman, fair catch by M.Campanaro."
2017,Pre,357,08/17/2017,3,1763,04:16,MIA 23,2,Punt,MIA,MIA-BLT,7 - 6,"(4:16) (Punt formation) M.Darr punt is BLOCKED by C.Matthews, Center-W.Chapman, RECOVERED by BLT-C.Matthews at MIA 9. PENALTY on MIA-S.Perry, Offensive Holding, 5 yards, enforced at MIA 9. Penalty on MIA-D.Lacey, Illegal Shift, declined."
2017,Pre,357,08/17/2017,3,2057,01:56,MIA 13,2,Punt,MIA,MIA-BLT,7 - 13,"(1:56) (Punt formation) M.Darr punts 41 yards to BLT 46, Center-W.Chapman, out of bounds."
2017,Pre,357,08/17/2017,3,2225,01:28,MIA 48,2,Punt,MIA,MIA-BLT,7 - 13,"(1:28) (Punt formation) M.Darr punts 39 yards to BLT 13, Center-W.Chapman, fair catch by K.Reynolds."
2017,Pre,357,08/17/2017,3,2772,11:52,BLT 36,3,Punt,BLT,MIA-BLT,7 - 13,"(11:52) (Punt formation) K.Allen punts 39 yards to MIA 25, Center-M.Cox. D.Morgan MUFFS catch, and recovers at MIA 32. D.Morgan to MIA 32 for no gain (M.Judon). PENALTY on MIA-A.Hendy, Offensive Holding, 10 yards, enforced at MIA 32."
2017,Pre,357,08/17/2017,3,3224,05:30,MIA 11,3,Punt,MIA,MIA-BLT,7 - 21,"(5:30) (Punt formation) M.Haack punts 43 yards to BLT 46, Center-W.Chapman, downed by MIA-S.Perry."
2017,Pre,357,08/17/2017,3,3630,13:22,MIA 23,4,Punt,MIA,MIA-BLT,7 - 28,"(13:22) (Punt formation) M.Haack punts 52 yards to BLT 25, Center-W.Chapman. B.Rainey to BLT 34 for 9 yards (D.Morgan). MIA-C.Pantale was injured during the play. His return is Questionable. "
2017,Pre,357,08/17/2017,3,3992,05:53,MIA 21,4,Punt,MIA,MIA-BLT,7 - 31,"(5:53) (Punt formation) M.Haack punts 41 yards to BLT 38, Center-W.Chapman. G.Whalen to BLT 45 for 7 yards (C.Allen)."
2017,Pre,358,08/19/2017,3,543,06:33,LA 32,1,Punt,LA,OAK-LA,7 - 7,"(6:33) J.Hekker punts 42 yards to OAK 26, Center-J.McQuaide. J.Richard to OAK 30 for 4 yards (C.Littleton, I.Johnson)."
2017,Pre,358,08/19/2017,3,1821,00:48,LA 46,2,Punt,OAK,OAK-LA,14 - 17,"(:48) M.King punts 39 yards to LA 7, Center-J.Condo. S.Ryan to LA 7 for no gain (J.Holton)."
2017,Pre,358,08/19/2017,3,2037,13:21,OAK 25,3,Punt,OAK,OAK-LA,14 - 17,"(13:21) M.King punts 51 yards to LA 24, Center-A.East. S.Ryan to LA 23 for -1 yards (J.Olawale)."
2017,Pre,358,08/19/2017,3,2196,10:26,LA 36,3,Punt,LA,OAK-LA,14 - 17,"(10:26) J.Hekker punts 49 yards to OAK 15, Center-J.McQuaide. J.Richard to OAK 16 for 1 yard (J.McQuaide)."
2017,Pre,358,08/19/2017,3,2297,08:57,OAK 19,3,Punt,OAK,OAK-LA,14 - 17,"(8:57) M.King punts 55 yards to LA 26, Center-A.East. S.Ryan to LA 32 for 6 yards (M.Lee). PENALTY on LA-A.Green, Offensive Holding, 10 yards, enforced at LA 32."
2017,Pre,358,08/19/2017,3,2423,06:00,LA 44,3,Punt,LA,OAK-LA,14 - 17,"(6:00) T.Coons punts 16 yards to OAK 40, Center-J.McQuaide, downed by LA-J.McQuaide."
2017,Pre,358,08/19/2017,3,2510,04:59,OAK 45,3,Punt,OAK,OAK-LA,14 - 17,"(4:59) M.King punts 45 yards to LA 10, Center-A.East, downed by OAK-D.Washington."
2017,Pre,358,08/19/2017,3,2675,01:10,LA 26,3,Punt,LA,OAK-LA,14 - 17,"(1:10) T.Coons punts 42 yards to OAK 32, Center-J.McQuaide. D.Washington to OAK 35 for 3 yards (J.McQuaide, C.McKinzy)."
2017,Pre,358,08/19/2017,3,2876,13:43,OAK 40,4,Punt,OAK,OAK-LA,14 - 17,"(13:43) M.King punts 44 yards to LA 16, Center-A.East. N.Spruce to LA 23 for 7 yards (E.Hood)."
2017,Pre,358,08/19/2017,3,2992,12:32,LA 24,4,Punt,LA,OAK-LA,14 - 17,"(12:32) T.Coons punts 41 yards to OAK 35, Center-J.McQuaide, downed by LA-B.Shippen."
2017,Pre,359,08/17/2017,3,118,13:38,PHI 34,1,Punt,PHI,PHI-BUF,0 - 0,"(13:38) D.Jones punts 56 yards to BUF 10, Center-J.Dorenbos. B.Tate to BUF 18 for 8 yards (R.Douglas; K.Grugier-Hill). PENALTY on BUF-L.Johnson, Offensive Holding, 5 yards, enforced at BUF 10."
2017,Pre,359,08/17/2017,3,403,10:51,BUF 25,1,Punt,BUF,PHI-BUF,3 - 0,"(10:51) C.Schmidt punts 45 yards to PHI 30, Center-R.Ferguson. D.Pumphrey to PHI 27 for -3 yards (L.Alexander)."
2017,Pre,359,08/17/2017,3,494,08:51,PHI 19,1,Punt,PHI,PHI-BUF,3 - 0,"(8:51) C.Johnston punts 61 yards to BUF 20, Center-R.Lovato. B.Tate pushed ob at PHI 18 for 62 yards (T.Burton). PENALTY on BUF-J.Williams, Illegal Block Above the Waist, 10 yards, enforced at BUF 30. Penalty on BUF-T.Vallejo, Illegal Block Above the Waist, declined."
2017,Pre,359,08/17/2017,3,709,05:06,BUF 48,1,Punt,BUF,PHI-BUF,3 - 0,"(5:06) C.Schmidt punts 42 yards to PHI 10, Center-R.Ferguson, out of bounds. PENALTY on PHI-C.Smith, Face Mask (15 Yards), 15 yards, enforced at PHI 21. Penalty on PHI-M.Kendricks, Defensive Holding, declined. Penalty on PHI-C.Smith, Defensive Holding, declined."
2017,Pre,359,08/17/2017,3,1850,05:56,BUF 40,2,Punt,BUF,PHI-BUF,6 - 3,"(5:56) C.Schmidt punts 51 yards to PHI 9, Center-R.Ferguson. D.Pumphrey to PHI 15 for 6 yards (J.Banyard)."
2017,Pre,359,08/17/2017,3,1941,03:57,PHI 23,2,Punt,PHI,PHI-BUF,6 - 3,"(3:57) D.Jones punts 48 yards to BUF 29, Center-J.Dorenbos. B.Tate ran ob at BUF 34 for 5 yards (J.Watkins). PENALTY on BUF-J.Rolle, Illegal Block Above the Waist, 10 yards, enforced at BUF 34."
2017,Pre,359,08/17/2017,3,2046,02:42,BUF 24,2,Punt,BUF,PHI-BUF,6 - 3,"(2:42) C.Schmidt punts 51 yards to PHI 25, Center-R.Ferguson. D.Pumphrey to PHI 33 for 8 yards (N.O'Leary)."
2017,Pre,359,08/17/2017,3,2843,12:07,PHI 39,3,Punt,BUF,PHI-BUF,13 - 6,"(12:07) C.Schmidt punts 35 yards to PHI 4, Center-R.Ferguson, downed by BUF-D.Lewis."
2017,Pre,359,08/17/2017,3,3312,06:58,PHI 25,3,Punt,PHI,PHI-BUF,13 - 9,"(6:58) C.Johnston punts 44 yards to BUF 31, Center-R.Lovato. R.Ross to BUF 29 for -2 yards (K.Grugier-Hill)."
2017,Pre,359,08/17/2017,3,3596,02:52,PHI 50,3,Punt,PHI,PHI-BUF,13 - 9,"(2:52) D.Jones punts 39 yards to BUF 11, Center-J.Dorenbos, downed by PHI-J.Watkins. PENALTY on BUF-G.Hodges, Offensive Holding, 5 yards, enforced at BUF 11."
2017,Pre,359,08/17/2017,3,3853,13:51,PHI 46,4,Punt,BUF,PHI-BUF,13 - 9,"(13:51) A.Rehkow punts 37 yards to PHI 9, Center-R.Ferguson, fair catch by R.Davis."
